?name	?p	?label	?desc	?born	?died
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q7175906>	"Peter Mitchell"@en	"cyclist"@en	1990	
"Niels Bohr"@en	<http://www.wikidata.org/entity/Q7085>	"Niels Bohr"@en	"Danish physicist (1885–1962)"@en	1885	1962
"William Jones"@en	<http://www.wikidata.org/entity/Q93347546>	"William Jones"@en	"Deserter from British Army"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q76194522>	"William Jones"@en	"(died 1718)"@en		1718
"William Jones"@en	<http://www.wikidata.org/entity/Q75891733>	"William Jones"@en	"(died 1751)"@en		1751
"William James"@en	<http://www.wikidata.org/entity/Q76315257>	"William James"@en	"(died 1756)"@en		1756
"William Jones"@en	<http://www.wikidata.org/entity/Q75576612>	"William Jones"@en	"(died 1843)"@en	1790	1843
"William James"@en	<http://www.wikidata.org/entity/Q76337902>	"William James"@en	"(died 1861)"@en		1861
"William Jones"@en	<http://www.wikidata.org/entity/Q75820412>	"William Jones"@en	"(died 1873)"@en		1873
"William Jones"@en	<http://www.wikidata.org/entity/Q76138753>	"William Jones"@en	"(died 1936)"@en		1936
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q102357835>	"Peter Mitchell"@en	"D. Phil. University of Oxford 1974"@en		
"Klaus Schmidt"@en	<http://www.wikidata.org/entity/Q102321519>	"Klaus Schmidt"@en	"Dr. rer. nat. Philipps-Universität Marburg 1990"@en		
"Klaus Schmidt"@en	<http://www.wikidata.org/entity/Q59640714>	"Klaus D. Schmidt"@en	"Dr. rer. nat. Universität Mannheim 1980"@en	1951	
"Klaus Schmidt"@en	<http://www.wikidata.org/entity/Q102219017>	"Klaus Schmidt"@en	"Dr. rer. nat. Westfälische Wilhelms-Universität Münster 1951"@en		
"Klaus Schmidt"@en	<http://www.wikidata.org/entity/Q63460604>	"Klaus Schmidt"@en	"East German badminton player"@en	1951	
"William James"@en	<http://www.wikidata.org/entity/Q8013419>	"William James"@en	"English academic and bishop"@en	1542	1617
"Charles Lyell"@en	<http://www.wikidata.org/entity/Q1065382>	"Charles Lyell"@en	"English botanist (1767-1849)"@en	1767	1849
"William James"@en	<http://www.wikidata.org/entity/Q19844385>	"William James"@en	"English boxer"@en		
"John Dalton"@en	<http://www.wikidata.org/entity/Q12792527>	"John Dalton"@en	"English ceremonial officer"@en	1907	1981
"John Dalton"@en	<http://www.wikidata.org/entity/Q16004450>	"John Dalton"@en	"English cleric and poet"@en	1709	1763
"John Dalton"@en	<http://www.wikidata.org/entity/Q28105379>	"John Dalton"@en	"English cleric, ordained 1631"@en	1606	1704
"Alan Turing"@en	<http://www.wikidata.org/entity/Q7251>	"Alan Turing"@en	"English computer scientist (1912–1954)"@en	1912	1954
"William Shakespeare"@en	<http://www.wikidata.org/entity/Q8018311>	"William Shakespeare"@en	"English cricketer (1893-1976)"@en	1893	1976
"William James"@en	<http://www.wikidata.org/entity/Q21931948>	"William James"@en	"English cricketer, born 1858"@en	1858	
"William Jones"@en	<http://www.wikidata.org/entity/Q10517852>	"William Jones"@en	"English footballer (1876-1959)"@en	1876	1959
"William Jones"@en	<http://www.wikidata.org/entity/Q16850837>	"William Jones"@en	"English lawyer and Deputy Governor of the Colony of Connecticut"@en	1624	1706
"William Jones"@en	<http://www.wikidata.org/entity/Q8013737>	"William Jones"@en	"English lawyer and politician (1631–1682)"@en	1630	1682
"William James"@en	<http://www.wikidata.org/entity/Q8013422>	"William James"@en	"English lawyer, surveyor and railway promoter (1771-1837)"@en	1771	1837
"William Jones"@en	<http://www.wikidata.org/entity/Q8013740>	"William Jones"@en	"English maker of optical and other scientific instruments"@en	1762	1831
"Isaac Newton"@en	<http://www.wikidata.org/entity/Q935>	"Isaac Newton"@en	"English mathematician and physicist (1642–1727)"@en	1643	1727
"William James"@en	<http://www.wikidata.org/entity/Q26213056>	"William James"@en	"English Member of Parliament"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q8013739>	"William Jones"@en	"English naturalist and entomologist"@en	1745	1818
"William Shakespeare"@en	<http://www.wikidata.org/entity/Q18911456>	"William G. Shakespeare"@en	"English physician, poet, and war veteran"@en	1890	1975
"William Shakespeare"@en	<http://www.wikidata.org/entity/Q692>	"William Shakespeare"@en	"English playwright and poet (1564–1616)"@en	1564	1616
"John Dalton"@en	<http://www.wikidata.org/entity/Q6228451>	"John Dalton"@en	"English politician, died 1679"@en	1610	1679
"William Jones"@en	<http://www.wikidata.org/entity/Q8013722>	"William Jones"@en	"English professional footballer of the 1930s"@en		
"William James"@en	<http://www.wikidata.org/entity/Q19366494>	"William James"@en	"English railway and steam engineer"@en	1796	1873
"John Dalton"@en	<http://www.wikidata.org/entity/Q6228457>	"John Dalton"@en	"English Roman Catholic priest"@en	1814	1874
"William James"@en	<http://www.wikidata.org/entity/Q108415500>	"William James"@en	"English slave trader (1735–1798)"@en	1735	1798
"J. R. R. Tolkien"@en	<http://www.wikidata.org/entity/Q892>	"J. R. R. Tolkien"@en	"English writer and philologist (1892–1973)"@en	1892	1973
"Émilie du Châtelet"@en	<http://www.wikidata.org/entity/Q7286>	"Émilie du Châtelet"@en	"Era chiná physicist, and author (1706-1749)"@en	1706	1749
"William Jones"@en	<http://www.wikidata.org/entity/Q110582229>	"William Jones"@en	"Est 1550 - 15 Jul 1612"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q90834791>	"William Jones"@en	"evolutionary ecology researcher (ORCID 0000-0002-3058-0072)"@en		
"Isaac Newton"@en	<http://www.wikidata.org/entity/Q26776969>	"Isaac Newton Sr."@en	"father of the physicist Isaac Newton (1606–1642)"@en	1606	1642
"William James"@en	<http://www.wikidata.org/entity/Q21166724>	"William James"@en	"Fellow of the Royal Society, died 1786"@en		1786
"Isaac Newton"@en	<http://www.wikidata.org/entity/Q19666288>	"Isaac Newton"@en	"first United States Commissioner of Agriculture (1800-1867)"@en	1800	1867
"Archimedes"@en	<http://www.wikidata.org/entity/Q3603776>	"Abraham Genoels"@en	"Flemish painter and engraver (1640-1723)"@en	1640	1723
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q108512773>	"Peter Mitchell"@en	"Flight Sergeant in Royal Air Force Volunteer Reserve, British Army"@en		1942
"Dante Alighieri"@en	<http://www.wikidata.org/entity/Q1067>	"Dante Alighieri"@en	"Florentine poet, writer, and philosopher (c. 1265–1321)"@en	1265	1321
"John Dalton"@en	<http://www.wikidata.org/entity/Q6228455>	"John Dalton"@en	"Franciscan priest and Roman Catholic Bishop of Harbour Grace, Newfoundland"@en	1821	1869
"Hildegard"@en	<http://www.wikidata.org/entity/Q23930960>	"Hildegard"@en	"frankish princess daughter of Charlemagne"@en	783	783
"Hildegard"@en	<http://www.wikidata.org/entity/Q24198424>	"Hildegard"@en	"frankish princess daughter of Charles the Bald"@en		
"Hildegard"@en	<http://www.wikidata.org/entity/Q24039097>	"Hildegard"@en	"frankish princess daughter of Louis the younger"@en	879	
"Louis Pasteur"@en	<http://www.wikidata.org/entity/Q529>	"Louis Pasteur"@en	"French chemist and microbiologist (1822-1895)"@en	1822	1895
"Jean-François Champollion"@en	<http://www.wikidata.org/entity/Q260>	"Jean-François Champollion"@en	"French classical scholar (1790-1832)"@en	1790	1832
"Évariste Galois"@en	<http://www.wikidata.org/entity/Q7091>	"Évariste Galois"@en	"French mathematician (1811-1832)"@en	1811	1832
"Antoine Lavoisier"@en	<http://www.wikidata.org/entity/Q39607>	"Antoine Lavoisier"@en	"French nobleman and chemist (1743–1794)"@en	1743	1794
"René Descartes"@en	<http://www.wikidata.org/entity/Q9191>	"René Descartes"@en	"French philosopher, mathematician, and scientist (1596–1650)"@en	1596	1650
"William Jones"@en	<http://www.wikidata.org/entity/Q63565191>	"William Jones"@en	"geologist"@en		
"Klaus Schmidt"@en	<http://www.wikidata.org/entity/Q88419>	"Klaus Schmidt"@en	"German archaeologist (1953–2014)"@en	1953	2014
"Klaus Schmidt"@en	<http://www.wikidata.org/entity/Q1745665>	"Klaus Schmidt"@en	"German association football player"@en	1941	
"Klaus Schmidt"@en	<http://www.wikidata.org/entity/Q95487180>	"Klaus Friedrich Schmidt"@en	"German-Austrian architect"@en	1926	
"Klaus Schmidt"@en	<http://www.wikidata.org/entity/Q1745663>	"Klaus Schmidt"@en	"German author and historian"@en	1935	
"Hildegard of Bingen"@en	<http://www.wikidata.org/entity/Q70991>	"Hildegard of Bingen"@en	"German Benedictine abbess, polymath, mystic and Doctor of Church (1098–1179)"@en	1098	1179
"Fritz-Albert Popp"@en	<http://www.wikidata.org/entity/Q84989>	"Fritz-Albert Popp"@en	"German biophysicist (1938–2018)"@en	1938	2018
"Alfred Wegener"@en	<http://www.wikidata.org/entity/Q76323>	"Alfred Wegener"@en	"German climatologist and geophysicist (1880–1930)"@en	1880	1930
"Johann Sebastian Bach"@en	<http://www.wikidata.org/entity/Q1339>	"Johann Sebastian Bach"@en	"German composer (1685–1750)"@en	1685	1750
"Emmy Noether"@en	<http://www.wikidata.org/entity/Q7099>	"Emmy Noether"@en	"German Jewish mathematician (1882–1935)"@en	1882	1935
"Klaus Schmidt"@en	<http://www.wikidata.org/entity/Q15428217>	"Klaus Schmidt"@en	"German judge"@en	1941	
"Bernhard Riemann"@en	<http://www.wikidata.org/entity/Q42299>	"Bernhard Riemann"@en	"German mathematician (1826–1866)"@en	1826	1866
"David Hilbert"@en	<http://www.wikidata.org/entity/Q41585>	"David Hilbert"@en	"German mathematician (1862–1943)"@en	1862	1943
"Johannes Kepler"@en	<http://www.wikidata.org/entity/Q8963>	"Johannes Kepler"@en	"German mathematician and astronomer (1571–1630)"@en	1572	1630
"Carl Friedrich Gauss"@en	<http://www.wikidata.org/entity/Q6722>	"Carl Friedrich Gauss"@en	"German mathematician and physicist (1777–1855)"@en	1777	1855
"Georg Cantor"@en	<http://www.wikidata.org/entity/Q76420>	"Georg Cantor"@en	"German mathematician, inventor of set theory (1845–1918)"@en	1845	1918
"Johann Sebastian Bach"@en	<http://www.wikidata.org/entity/Q638391>	"Johann Sebastian Bach"@en	"German painter, grandson of the composer (1748–1778)"@en	1748	1778
"Immanuel Kant"@en	<http://www.wikidata.org/entity/Q78129>	"Gustav Teichmüller"@en	"German philosopher (1832–1888)"@en	1832	1888
"Gottlob Frege"@en	<http://www.wikidata.org/entity/Q60028>	"Gottlob Frege"@en	"German philosopher, logician, and mathematician (1848–1925)"@en	1848	1925
"Klaus Schmidt"@en	<http://www.wikidata.org/entity/Q135266037>	"Klaus Schmidt"@en	"German university teacher"@en	1932	2017
"William Jones"@en	<http://www.wikidata.org/entity/Q438346>	"William Jones"@en	"Governor of Rhode Island (1753–1822)"@en	1753	1822
"Aristarchus of Samos"@en	<http://www.wikidata.org/entity/Q140188>	"Aristarchus of Samos"@en	"Greek astronomer and mathematician (c.310–c.230 BC)"@en	-309	-229
"Archimedes"@en	<http://www.wikidata.org/entity/Q8739>	"Archimedes"@en	"Greek mathematician and physicist (c. 287 – c. 212 BC)"@en	-286	-211
"Archimedes of Syracuse"@en	<http://www.wikidata.org/entity/Q8739>	"Archimedes"@en	"Greek mathematician and physicist (c. 287 – c. 212 BC)"@en	-286	-211
"John von Neumann"@en	<http://www.wikidata.org/entity/Q17455>	"John von Neumann"@en	"Hungarian and American mathematician and physicist (1903–1957)"@en	1903	1957
"Albert Szent-Györgyi"@en	<http://www.wikidata.org/entity/Q180468>	"Albert Szent-Györgyi"@en	"Hungarian biochemist, Nobel Prize laureate in Physiology or Medicine in 1937 (1896-1986)"@en	1893	1986
"Michael Levin"@en	<http://www.wikidata.org/entity/Q6832221>	"Michael Levin"@en	"IDF Paratrooper 890th battalion (1984-2006)"@en	1984	2006
"Brahmagupta"@en	<http://www.wikidata.org/entity/Q202943>	"Brahmagupta"@en	"Indian mathematician and astronomer (c. 598 – c. 668 CE)"@en	598	670
"William James"@en	<http://www.wikidata.org/entity/Q90914951>	"William James"@en	"Irish-born American business magnate and financier (1771-1832)"@en	1771	1832
"William Jones"@en	<http://www.wikidata.org/entity/Q111914251>	"William Jones"@en	"irish-born American soldier (1836–1864)"@en	1836	1864
"John Dalton"@en	<http://www.wikidata.org/entity/Q6228459>	"John Dalton"@en	"Irish hurler"@en	1985	
"William Jones"@en	<http://www.wikidata.org/entity/Q97948874>	"William Jones"@en	"Irish painter, active 1726, died 1747"@en		1747
"Thomas Aquinas"@en	<http://www.wikidata.org/entity/Q9438>	"Thomas Aquinas"@en	"Italian Dominican friar, philosopher, Catholic priest, and Doctor of the Church (1225–1274)"@en	1225	1274
"Galileo Galilei"@en	<http://www.wikidata.org/entity/Q21548412>	"Galileo Galilei"@en	"Italian physician (born ca. 1370)"@en		
"Galileo Galilei"@en	<http://www.wikidata.org/entity/Q307>	"Galileo Galilei"@en	"Italian polymath (1564–1642)"@en	1564	1642
"Leonardo da Vinci"@en	<http://www.wikidata.org/entity/Q762>	"Leonardo da Vinci"@en	"Italian Renaissance polymath (1452−1519)"@en	1452	1519
"Katsushika Hokusai"@en	<http://www.wikidata.org/entity/Q5586>	"Katsushika Hokusai"@en	"Japanese artist (1760-1849)"@en	1760	1849
"William James"@en	<http://www.wikidata.org/entity/Q102235807>	"William James"@en	"jockey"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q18672861>	"William Jones"@en	"Jones, William (1784–1842), Congregational minister"@en	1784	1842
"William Jones"@en	<http://www.wikidata.org/entity/Q77843297>		"Librarian of Columbia College and literary critic (1817–1900)"@en	1817	1900
"William Jones"@en	<http://www.wikidata.org/entity/Q134063673>	"William Jones"@en	"local historian"@en	1840	1908
"William Jones"@en	<http://www.wikidata.org/entity/Q112127551>	"William Jones"@en	"local historian and quarryman"@en	1821	1903
"William Jones"@en	<http://www.wikidata.org/entity/Q108841006>	"William Jones"@en	"local politician in Trafford, England"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q8013738>	"William Jones"@en	"London haberdasher who founded aschool"@en	1545	1615
"Sappho"@en	<http://www.wikidata.org/entity/Q110788000>	"Sappho of Eresos"@en	"lyre player or courtesan of ancient Greece sometimes confused with Sappho of Mytilene Lesbos"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q57899512>	"Michael Levin"@en	"medical researcher in South Africa"@en		
"Maimonides"@en	<http://www.wikidata.org/entity/Q127398>	"Moshe ben Maimon"@en	"Medieval Jewish philosopher from Spain (1135–1204)"@en	1135	1204
"Rambam"@en	<http://www.wikidata.org/entity/Q127398>	"Moshe ben Maimon"@en	"Medieval Jewish philosopher from Spain (1135–1204)"@en	1135	1204
"William Jones"@en	<http://www.wikidata.org/entity/Q86689840>	"William S Jones"@en	"methodologist, neuroscientist researcher"@en		
"Randall Carlson"@en	<http://www.wikidata.org/entity/Q21390616>	"Randall R. Carlson"@en	"microbiologist"@en		
"Du Fu"@en	<http://www.wikidata.org/entity/Q45463517>	"Du Fu"@en	"Ming dynasty person CBDB = 288649"@en		
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q106496927>	"Peter Mitchell"@en	"Mississippi state legislator"@en	1831	
"James Hutton"@en	<http://www.wikidata.org/entity/Q18671585>	"James Hutton"@en	"Moravian minister and bookseller"@en	1715	1795
"Gregor Mendel"@en	<http://www.wikidata.org/entity/Q37970>	"Gregor Mendel"@en	"Moravian scientist and Augustinian friar (1822–1884)"@en	1822	1884
"Hildegard"@en	<http://www.wikidata.org/entity/Q81050189>	"Sylvia Rathai"@en	"musician"@en		
"Nick Lane"@en	<http://www.wikidata.org/entity/Q112499267>	"Nick Lane"@en	"musician (1954-)"@en	1954	
"William Jones"@en	<http://www.wikidata.org/entity/Q8013732>	"William Jones"@en	"Native American anthropologist of the Fox nation"@en	1871	1909
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q104519057>	"Peter Mitchell"@en	"Navajo artist"@en		
"Aristotle"@en	<http://www.wikidata.org/entity/Q120832587>	"Aristoteles"@en	"navarch of Athenian fleet at time of third Diadochi war"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q19879358>	"William Jones"@en	"Newfoundland politician (1873–1930)"@en	1873	1930
"William Jones"@en	<http://www.wikidata.org/entity/Q113949890>	"William Meirion Jones"@en	"New Zealander awarded Rhodes scholarship in physics in 1914 (1893-1953)"@en	1893	1953
"William Jones"@en	<http://www.wikidata.org/entity/Q27926918>	"William Jones"@en	"New Zealand painter"@en	1923	1983
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q123018618>	"Peter Mitchell"@en	"Northern Irish footballer and actor"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q56179851>	"William Jones"@en	"of Gellilyfdy"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q56174711>	"William Lloyd Caldicott"@en	"of Votty Brithiau near Beddgelert"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q56604660>	"William Jones"@en	"owner of merchant ships"@en		
"Du Fu"@en	<http://www.wikidata.org/entity/Q37782615>	"Du Fu"@en	"painter"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q23828718>	"William H. Jones"@en	"painter"@en		
"John Dalton"@en	<http://www.wikidata.org/entity/Q21460985>	"John Dalton"@en	"painter (1915-1989)"@en	1915	1989
"William James"@en	<http://www.wikidata.org/entity/Q28859736>	"William James"@en	"papermaker in Llangenny"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q59335232>	"Michael Levin"@en	"pediatrician in the United Kingdom"@en		
"Isaac Newton"@en	<http://www.wikidata.org/entity/Q75459467>	"Isaac Newton"@en	"Peerage person ID=155463"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75460758>	"William Jones"@en	"Peerage person ID=156243"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75462239>	"William Jones"@en	"Peerage person ID=157185"@en		
"John Dalton"@en	<http://www.wikidata.org/entity/Q75490618>	"John Dalton"@en	"Peerage person ID=173672"@en		1819
"William Jones"@en	<http://www.wikidata.org/entity/Q75258332>	"William Jones"@en	"Peerage person ID=17544"@en	1715	1753
"William James"@en	<http://www.wikidata.org/entity/Q75500601>	"William James"@en	"Peerage person ID=179600"@en		
"William James"@en	<http://www.wikidata.org/entity/Q75513145>	"William James"@en	"Peerage person ID=186824"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75572541>	"William Jones"@en	"Peerage person ID=219920"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75584691>	"William Jones"@en	"Peerage person ID=226817"@en		
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q75592374>	"Peter Mitchell"@en	"Peerage person ID=231407"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75607454>	"William Jones"@en	"Peerage person ID=241262"@en		
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q75609933>	"Peter Mitchell"@en	"Peerage person ID=242775"@en	1744	
"William Jones"@en	<http://www.wikidata.org/entity/Q75267565>	"William Jones"@en	"Peerage person ID=24364"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75614270>	"William Jones"@en	"Peerage person ID=245755"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75631521>	"William Jones"@en	"Peerage person ID=258274"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75645699>	"William James Kenyon Jones"@en	"Peerage person ID=268371"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75670967>	"William Jones"@en	"Peerage person ID=282111"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75750022>	"William Jones"@en	"Peerage person ID=314956"@en		
"William James"@en	<http://www.wikidata.org/entity/Q75779702>	"William James"@en	"Peerage person ID=330043"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75862104>	"William Jones"@en	"Peerage person ID=363052"@en		
"John Dalton"@en	<http://www.wikidata.org/entity/Q75870038>	"John Dalton"@en	"Peerage person ID=368985"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75871439>	"William Jones"@en	"Peerage person ID=370004"@en		
"William James"@en	<http://www.wikidata.org/entity/Q75872314>	"William James"@en	"Peerage person ID=370673"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75892445>	"William Jones"@en	"Peerage person ID=385405"@en		
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q75903644>	"Peter Mitchell"@en	"Peerage person ID=393309"@en		
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q75903784>	"Peter Mitchell"@en	"Peerage person ID=393403"@en		
"Frederick Sanger"@en	<http://www.wikidata.org/entity/Q75915311>	"Frederick Sanger"@en	"Peerage person ID=400966"@en		
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q76004591>	"Peter Mitchell"@en	"Peerage person ID=461623"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q76011925>	"William Jones"@en	"Peerage person ID=466231"@en		
"John Dalton"@en	<http://www.wikidata.org/entity/Q76096794>	"John Dalton"@en	"Peerage person ID=528285"@en		
"William James"@en	<http://www.wikidata.org/entity/Q76117168>	"William James"@en	"Peerage person ID=542719"@en		
"Charles Lyell"@en	<http://www.wikidata.org/entity/Q76126037>	"Charles Lyell"@en	"Peerage person ID=549048"@en		
"James Hutton"@en	<http://www.wikidata.org/entity/Q76149115>	"James Hutton"@en	"Peerage person ID=565044"@en		
"James Hutton"@en	<http://www.wikidata.org/entity/Q76151842>	"James Hutton"@en	"Peerage person ID=566513"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q76191436>	"William Jones"@en	"Peerage person ID=593438"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q76215748>	"William Jones"@en	"Peerage person ID=611059"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q76216076>	"William Jones"@en	"Peerage person ID=611322"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q76237611>	"William Jones"@en	"Peerage person ID=627616"@en		
"William James"@en	<http://www.wikidata.org/entity/Q76237982>	"William James"@en	"Peerage person ID=627894"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q75323376>	"William Jones"@en	"Peerage person ID=62975"@en		
"William James"@en	<http://www.wikidata.org/entity/Q75324747>	"William James"@en	"Peerage person ID=63806"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q76269263>	"William Jones"@en	"Peerage person ID=651254"@en		
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q76287540>	"Peter Mitchell"@en	"Peerage person ID=664118"@en		
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q76299464>	"Peter Mitchell"@en	"Peerage person ID=672210"@en		
"William James"@en	<http://www.wikidata.org/entity/Q76315306>	"William James"@en	"Peerage person ID=682662"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q76344172>	"William Jones"@en	"Peerage person ID=702805"@en		
"William James"@en	<http://www.wikidata.org/entity/Q76361181>	"William James"@en	"Peerage person ID=711161"@en		
"John Dalton"@en	<http://www.wikidata.org/entity/Q76366164>	"John Dalton"@en	"Peerage person ID=714265"@en		1887
"William James"@en	<http://www.wikidata.org/entity/Q75339308>	"William James"@en	"Peerage person ID=73345"@en		
"Aristotle"@en	<http://www.wikidata.org/entity/Q43915944>	"Aristotle"@en	"person associated with the witch trials in Scotland"@en		
"William James"@en	<http://www.wikidata.org/entity/Q43914762>	"William James"@en	"person associated with the witch trials in Scotland"@en		
"Du Fu"@en	<http://www.wikidata.org/entity/Q65902933>	"Du Fu"@en	"person, CBDB ID = 407673"@en		
"William James"@en	<http://www.wikidata.org/entity/Q56598298>	"William James"@en	"person who owned merchant ships"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q56598301>	"William Jones"@en	"person who owned merchant ships"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q102300594>	"William M. Jones"@en	"Ph.D. Clemson University 2005"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q102404778>	"William B. Jones"@en	"Ph.D. Harvard University 1965"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q102372102>	"Michael Levin"@en	"Ph.D. Massachusetts Institute of Technology 2006"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q102148798>	"William R. Jones"@en	"Ph.D. Rutgers University, New Brunswick 1964"@en		
"James Hutton"@en	<http://www.wikidata.org/entity/Q102118544>	"James P. Hutton"@en	"Ph.D. University of Essex 1995"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q102399093>	"Michael Levin"@en	"Ph.D. University of Haifa 1992"@en		
"John Dalton"@en	<http://www.wikidata.org/entity/Q102443418>	"John T. Dalton"@en	"Ph.D. University of Minnesota-Minneapolis 2010"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q102288043>	"Michael Y. Levin"@en	"Ph.D. University of Pennsylvania 2005"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q59671376>	"William Jones"@en	"Photonics researcher ORCID ID = 0000-0002-8610-2176"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q105546478>	"Michael L. Levin"@en	"physician"@en		
"Michael Levin"@en	<http://www.wikidata.org/entity/Q75732572>	"Michael Levin"@en	"physicist"@en	2000	
"Aryabhata"@en	<http://www.wikidata.org/entity/Q11359>	"Aryabhata"@en	"Pioneer astronomer who formulated zero, quadratic rules, and earth's rotation."@en	476	550
"Nicolas Steno"@en	<http://www.wikidata.org/entity/Q151722>	"Nicolas Steno"@en	"Pioneer in anatomy and geology, bishop (1638–1686)"@en	1638	1686
"William Jones"@en	<http://www.wikidata.org/entity/Q110442060>	"William Jones"@en	"poet"@en	1867	1915
"William Jones"@en	<http://www.wikidata.org/entity/Q135255945>	"William Jones"@en	"poet (1778-1819)"@en	1778	1819
"William Jones"@en	<http://www.wikidata.org/entity/Q135255946>	"William Jones"@en	"poet (1836-1922)"@en	1836	1922
"William Jones"@en	<http://www.wikidata.org/entity/Q56187302>	"William Jones"@en	"poet (1852-1914)"@en	1852	1914
"William Jones"@en	<http://www.wikidata.org/entity/Q56179853>	"William Jones"@en	"poet (1875-1955)"@en	1875	
"William James"@en	<http://www.wikidata.org/entity/Q131293814>	"Will James"@en	"poet from Minneapolis"@en	2000	
"William Jones"@en	<http://www.wikidata.org/entity/Q139718742>	"William Jones"@en	"poet of Caegwyn, Penrhyndeudraeth"@en	1856	
"Nicolaus Copernicus"@en	<http://www.wikidata.org/entity/Q619>	"Nicolaus Copernicus"@en	"Polish mathematician and astronomer (1473-1543)"@en	1473	1543
"William Jones"@en	<http://www.wikidata.org/entity/Q105639779>	"William A. Jones"@en	"politician in Massachusetts, US"@en	1885	
"William Jones"@en	<http://www.wikidata.org/entity/Q107041707>	"William Drury Jones"@en	"politician in Massachusetts, US (1815-1897)"@en	1815	1897
"William Jones"@en	<http://www.wikidata.org/entity/Q28017483>	"William Jones"@en	"postmaster in Rhayader; fl. 1830"@en		
"Hildegard"@en	<http://www.wikidata.org/entity/Q4953965>	"Hildegard, princess of Francia"@en	"princess of the Frankish Empire"@en		841
"William Jones"@en	<http://www.wikidata.org/entity/Q106391350>	"William Jones"@en	"principal of Carmarthen School of Art (1839–1931)"@en	1839	1931
"William Jones"@en	<http://www.wikidata.org/entity/Q8013731>	"William Jones"@en	"Principal of Jesus College, Oxford from 1720 to 1725"@en	1676	1725
"William Jones"@en	<http://www.wikidata.org/entity/Q29982303>	"William Jones"@en	"printer and newspaper proprietor in Carmarthen"@en		1847
"William Jones"@en	<http://www.wikidata.org/entity/Q28032981>	"William Jones"@en	"printer in Holyhead"@en		
"William Jones"@en	<http://www.wikidata.org/entity/Q33326206>	"William Jones"@en	"printer in Llanfair Caereinion"@en		1901
"William Jones"@en	<http://www.wikidata.org/entity/Q28028562>	"William Jones"@en	"printer in Llangefni"@en		
"Peter Mitchell"@en	<http://www.wikidata.org/entity/Q2303302>	"Peter Mitchell"@en	"professional golfer"@en	1958	
