score	concepts	kinds	video	timestamp	url_ts	text
6	mitochondria	must,causes,because	Banned Neurosurgeon: Decentralize Your Health B4 It's Too La	00:08:20.160	https://www.youtube.com/watch?v=unUTOBIXvdc&t=500	mitochondria warberg shifts you so the way in&nbsp; which you breathe needs to come down well if you&nbsp;&nbsp; espouse a breathing technique that breathes faster&nbsp; do you see how the mismatch would cause a problem&nbsp;&nbsp; and and the problem is the sophistication of&nbsp; people that give this advice they do it you know&nbsp;&nbsp; I think at a spa level but not at a scientific&nbsp; lev
6	oxygen	must,causes,because	Banned Neurosurgeon: Decentralize Your Health B4 It's Too La	00:09:23.760	https://www.youtube.com/watch?v=unUTOBIXvdc&t=563	so if you're using a tool that doesn't measure&nbsp; accurately like when somebody is 86 87% the doctor&nbsp;&nbsp; is trained from medical school and residency&nbsp; oh we need to do something for their breathing&nbsp;&nbsp; because they can't breathe well and what did they&nbsp; default to the first thing they did is they put&nbsp;&nbsp; oxygen masks on or nasal canulas and what did I&nbsp; just
6	oxygen	must,causes,because	Banned Neurosurgeon: Decentralize Your Health B4 It's Too La	00:09:28.800	https://www.youtube.com/watch?v=unUTOBIXvdc&t=568	is trained from medical school and residency&nbsp; oh we need to do something for their breathing&nbsp;&nbsp; because they can't breathe well and what did they&nbsp; default to the first thing they did is they put&nbsp;&nbsp; oxygen masks on or nasal canulas and what did I&nbsp; just tell you your body has amazing wisdom in it&nbsp;&nbsp; get out of its way and let it do its own thing you&nbsp; do
6	oxygen	must,causes,because	Banned Neurosurgeon: Decentralize Your Health B4 It's Too La	00:09:37.040	https://www.youtube.com/watch?v=unUTOBIXvdc&t=577	because they can't breathe well and what did they&nbsp; default to the first thing they did is they put&nbsp;&nbsp; oxygen masks on or nasal canulas and what did I&nbsp; just tell you your body has amazing wisdom in it&nbsp;&nbsp; get out of its way and let it do its own thing you&nbsp; don't need to do any [&nbsp;__&nbsp;] to create a problem&nbsp;&nbsp; and unfortunately many people do that and 
6	oxygen	must,causes,because	Banned Neurosurgeon: Decentralize Your Health B4 It's Too La	00:09:44.560	https://www.youtube.com/watch?v=unUTOBIXvdc&t=584	oxygen masks on or nasal canulas and what did I&nbsp; just tell you your body has amazing wisdom in it&nbsp;&nbsp; get out of its way and let it do its own thing you&nbsp; don't need to do any [&nbsp;__&nbsp;] to create a problem&nbsp;&nbsp; and unfortunately many people do that and you know&nbsp; just so we finish this lesson because I think it's&nbsp;&nbsp; important just think about the functio
6	oxygen	must,causes,because	Banned Neurosurgeon: Decentralize Your Health B4 It's Too La	00:09:51.040	https://www.youtube.com/watch?v=unUTOBIXvdc&t=591	get out of its way and let it do its own thing you&nbsp; don't need to do any [&nbsp;__&nbsp;] to create a problem&nbsp;&nbsp; and unfortunately many people do that and you know&nbsp; just so we finish this lesson because I think it's&nbsp;&nbsp; important just think about the functional medicine&nbsp; doctors or you know what I would call the holistic&nbsp;&nbsp; doctors that tell you hey let's u
6	oxygen	always,never	Banned Neurosurgeon: Decentralize Your Health B4 It's Too La	00:56:15.280	https://www.youtube.com/watch?v=unUTOBIXvdc&t=3375	beginning of this podcast the great oxygenation&nbsp; event it's a very interesting event so one of the&nbsp;&nbsp; things that's always flammoxed Nick Lane is how&nbsp; we took bacteria and archa and put it together to&nbsp;&nbsp; make ukariots that's what we are and it turns&nbsp; out this happened when this great oxygenation&nbsp;&nbsp; event's coming but here's the interesting thing&nbsp; with
6	oxygen	always,never	Banned Neurosurgeon: Decentralize Your Health B4 It's Too La	00:56:20.320	https://www.youtube.com/watch?v=unUTOBIXvdc&t=3380	things that's always flammoxed Nick Lane is how&nbsp; we took bacteria and archa and put it together to&nbsp;&nbsp; make ukariots that's what we are and it turns&nbsp; out this happened when this great oxygenation&nbsp;&nbsp; event's coming but here's the interesting thing&nbsp; with bacteria and archa they never innovated&nbsp;&nbsp; he proteins and it turns Hem proteins are what&nbsp; protect yo
6	mitochondria	always,never	203: Dr. Jack Kruse - Bitcoin and Biology	00:45:19.280	https://www.youtube.com/watch?v=uzJYPj7mfyA&t=2719	of france living outside never got in a car she's always out nature always plugged into the decentralized network that mitochondria need maybe somebody
6	red-light	always,never	Dr. Jack Kruse: Reclaim Your Health, Wealth & Freedom in the	01:24:26.400	https://www.youtube.com/watch?v=zik08V9waJk&t=5066	there's a very specific action Spectra 250 to 600 nanom light that's red light red light is the antidote to Blue so guess what in the sun that's behind me you never get Blue by itself you always
6	red-light	always,never	Dr. Jack Kruse: Reclaim Your Health, Wealth & Freedom in the	01:24:28.840	https://www.youtube.com/watch?v=zik08V9waJk&t=5068	250 to 600 nanom light that's red light red light is the antidote to Blue so guess what in the sun that's behind me you never get Blue by itself you always get the antidote with it that's the
6	blue-light	always,never	Dr. Jack Kruse: Reclaim Your Health, Wealth & Freedom in the	01:24:33.400	https://www.youtube.com/watch?v=zik08V9waJk&t=5073	guess what in the sun that's behind me you never get Blue by itself you always get the antidote with it that's the reason why blue light from the sun is not like blue light from your device
6	blue-light	always,never	Dr. Jack Kruse: Reclaim Your Health, Wealth & Freedom in the	01:24:34.880	https://www.youtube.com/watch?v=zik08V9waJk&t=5074	you never get Blue by itself you always get the antidote with it that's the reason why blue light from the sun is not like blue light from your device guess what that's the information the
6	EMF	never,evidence	Beyond DNA: The Electromagnetic Blueprint of Life - Jack Kru	00:50:59.579	https://www.youtube.com/watch?v=zrdRVDk66JE&t=3059	re-look at this with A New Perspective now that never happened but that study was out there and we now know there is non-native EMF effects the the reason why it's important for me to tell you
6	EMF	never,evidence	Beyond DNA: The Electromagnetic Blueprint of Life - Jack Kru	00:51:01.920	https://www.youtube.com/watch?v=zrdRVDk66JE&t=3061	now that never happened but that study was out there and we now know there is non-native EMF effects the the reason why it's important for me to tell you about the story that's exactly what
6	blue-light	always,never	Beyond DNA: The Electromagnetic Blueprint of Life - Jack Kru	01:11:26.159	https://www.youtube.com/watch?v=zrdRVDk66JE&t=4286	sunlight always has red in it when Blue's available but guess what your iPhone never does that's the whole [&nbsp;__&nbsp;] point that's the reason I'm very allergic to Blue Light actually yeah I
6	melanin	never,i-proved	Beyond DNA: The Electromagnetic Blueprint of Life - Jack Kru	02:19:48.059	https://www.youtube.com/watch?v=zrdRVDk66JE&t=8388	but I didn't know what melanin really did until I got to be about 40 years old then when I figured out I'm like this is the [&nbsp;__&nbsp;] Greatest Story never told and when did I first tell that story in
6	dopamine	because,only	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	00:02:28.620	https://www.youtube.com/watch?v=zs82rGFo6qg&t=148	on board with what I've heard you say about the&nbsp; fact that the way that all the base pairs in DNA&nbsp;&nbsp; and the way that amino acids like tryptophan and&nbsp; tyrosine which are the precursors to serotonin and&nbsp;&nbsp; dopamine and all of that is occurring within&nbsp; the action Spectra of sunlight I'd also love&nbsp;&nbsp; to learn from you about how changes in Ozone are&nbsp; chan
6	dopamine	because,only	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	00:02:34.500	https://www.youtube.com/watch?v=zs82rGFo6qg&t=154	and the way that amino acids like tryptophan and&nbsp; tyrosine which are the precursors to serotonin and&nbsp;&nbsp; dopamine and all of that is occurring within&nbsp; the action Spectra of sunlight I'd also love&nbsp;&nbsp; to learn from you about how changes in Ozone are&nbsp; changing did you read 29 I did did you like the&nbsp;&nbsp; whole story from the beginning because when you&nbsp; see i
6	leptin	because,only	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	00:02:49.200	https://www.youtube.com/watch?v=zs82rGFo6qg&t=169	to learn from you about how changes in Ozone are&nbsp; changing did you read 29 I did did you like the&nbsp;&nbsp; whole story from the beginning because when you&nbsp; see it then you begin to go because the one thing&nbsp;&nbsp; that you and I I think are going to resonate&nbsp; a lot about Rick already knows this part of it&nbsp;&nbsp; but the Eureka moment for me was the leptin Milano&nbsp; co
6	leptin	because,only	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	00:02:53.340	https://www.youtube.com/watch?v=zs82rGFo6qg&t=173	whole story from the beginning because when you&nbsp; see it then you begin to go because the one thing&nbsp;&nbsp; that you and I I think are going to resonate&nbsp; a lot about Rick already knows this part of it&nbsp;&nbsp; but the Eureka moment for me was the leptin Milano&nbsp; court and pathway I wrote a Blog 15 years ago that&nbsp;&nbsp; I got pretty famous on the internet about it's&nbsp; c
6	circadian	always,never	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	00:16:32.340	https://www.youtube.com/watch?v=zs82rGFo6qg&t=992	six things are important turns out one of the&nbsp; things that are in there is alpha msh alpha msh&nbsp;&nbsp; is the reason you have a tan malarian stimulating&nbsp; hormone correct Alpha msh was big so I was like&nbsp;&nbsp; that's the part the biggest part of the story as I&nbsp; started to realize okay how do we assimilate light&nbsp;&nbsp; so one of the things in neurosurgery that always&nbs
6	circadian	always,never	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	00:16:40.500	https://www.youtube.com/watch?v=zs82rGFo6qg&t=1000	is the reason you have a tan malarian stimulating&nbsp; hormone correct Alpha msh was big so I was like&nbsp;&nbsp; that's the part the biggest part of the story as I&nbsp; started to realize okay how do we assimilate light&nbsp;&nbsp; so one of the things in neurosurgery that always&nbsp; confounded me in my training we never learned we&nbsp;&nbsp; know about the sen super cosmetic nucleus but we
6	circadian	always,never	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	00:16:46.140	https://www.youtube.com/watch?v=zs82rGFo6qg&t=1006	that's the part the biggest part of the story as I&nbsp; started to realize okay how do we assimilate light&nbsp;&nbsp; so one of the things in neurosurgery that always&nbsp; confounded me in my training we never learned we&nbsp;&nbsp; know about the sen super cosmetic nucleus but we&nbsp; didn't learn that much about circadian biology at&nbsp;&nbsp; all and I started to realize there were certain
6	circadian	always,never	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	00:16:52.860	https://www.youtube.com/watch?v=zs82rGFo6qg&t=1012	so one of the things in neurosurgery that always&nbsp; confounded me in my training we never learned we&nbsp;&nbsp; know about the sen super cosmetic nucleus but we&nbsp; didn't learn that much about circadian biology at&nbsp;&nbsp; all and I started to realize there were certain&nbsp; things I was taught in medical school that I knew&nbsp;&nbsp; were [&nbsp;__&nbsp;] place that I went to medical 
6	melanin	must,causes,because	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	01:29:40.440	https://www.youtube.com/watch?v=zs82rGFo6qg&t=5380	own light inside when the sun couldn't create it&nbsp; and melanin was the key to the story why because&nbsp;&nbsp; melanin is the darkest pigment on this planet&nbsp; it absorbs all frequencies of light so if you&nbsp;&nbsp; could create your own light inside you could get&nbsp; through that event so you can imagine Andrew the&nbsp;&nbsp; first thing that I thought of when all this was&nbsp; in m
6	mitochondria	because,only	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	03:24:17.880	https://www.youtube.com/watch?v=zs82rGFo6qg&t=12257	strength is the key to longevity no I think your&nbsp; heteroplasmic rate in your mitochondria here and&nbsp;&nbsp; here is the single most important thing if you're&nbsp; a human now if you're a gorilla I will agree with&nbsp;&nbsp; you and Peter they bury their mitochondrial&nbsp; density hence the reason they look as they do&nbsp;&nbsp; but what did we do from gorilla or eight to us&nbsp; we sh
6	mitochondria	because,only	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	03:24:25.560	https://www.youtube.com/watch?v=zs82rGFo6qg&t=12265	here is the single most important thing if you're&nbsp; a human now if you're a gorilla I will agree with&nbsp;&nbsp; you and Peter they bury their mitochondrial&nbsp; density hence the reason they look as they do&nbsp;&nbsp; but what did we do from gorilla or eight to us&nbsp; we shortened our guts expanded our brains we&nbsp;&nbsp; also lost our muscles why because what is energy&nbsp; in life i
6	melanin	always,never	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	03:46:26.220	https://www.youtube.com/watch?v=zs82rGFo6qg&t=13586	water is always adjacent to where melanin is&nbsp; and water does have a limit to what it can do&nbsp;&nbsp; and what happens is those melanin semiconductors&nbsp; in your ear degrade and if it's not recognized&nbsp;&nbsp; by the ENT doctor or the pediatrician what can&nbsp; happen is these kids can go from a very unusual&nbsp;&nbsp; hearing problem to a mental issue and many of&nbsp; the things t
5	mitochondria,cytochrome,red-light,iron	always,because	The Most Epic Jack Kruse Interview EVER! EP #75 & #76, The L	01:45:31.280	https://www.youtube.com/watch?v=5W6x7EsE8C4&t=6331	use that. Or if you want to do one and the other, I'm fine with that. But infrared is always helpful because the key red light chromophore in every mitochondria is a is cytochrome c
5	mitochondria,cytochrome,red-light,iron	always,because	The Most Epic Jack Kruse Interview EVER! EP #75 & #76, The L	01:45:34.200	https://www.youtube.com/watch?v=5W6x7EsE8C4&t=6334	the other, I'm fine with that. But infrared is always helpful because the key red light chromophore in every mitochondria is a is cytochrome c oxidase and the other one big one is
5	mitochondria,cytochrome,red-light,iron	always,because	The Most Epic Jack Kruse Interview EVER! EP #75 & #76, The L	01:45:36.040	https://www.youtube.com/watch?v=5W6x7EsE8C4&t=6336	infrared is always helpful because the key red light chromophore in every mitochondria is a is cytochrome c oxidase and the other one big one is blood. Blood is 93% water. And remember,
5	melanin,blue-light,dopamine	always,because	Uncomfortable Truths with Dr Jack Kruse	01:58:39.239	https://www.youtube.com/watch?v=Zka4Lnire1k&t=7119	always in the blue light Hazard between 435 and 465. I'm going to tell you the reason why because it lowers your dopamine level which means you degrade your melanin panels
5	melanin,dopamine,EMF	always,because	Dr. Jack Kruse: Circadian Biology, Melanin & How To Heal You	01:09:55.020	https://www.youtube.com/watch?v=mfXkXp37oZM&t=4195	this is now beginning to make some sense but what&nbsp; happens what's the other effect with non-native&nbsp;&nbsp; EMF it degrades melanin so that's when you have to&nbsp; look at all the slides and I don't know if you've&nbsp;&nbsp; seen my slides that I've done from probably 15&nbsp; to now I like to use this guy Alexander once a&nbsp;&nbsp; slide because he always shows you when you put&nbsp; 
5	melanin,dopamine,EMF	always,because	Dr. Jack Kruse: Circadian Biology, Melanin & How To Heal You	01:10:01.200	https://www.youtube.com/watch?v=mfXkXp37oZM&t=4201	EMF it degrades melanin so that's when you have to&nbsp; look at all the slides and I don't know if you've&nbsp;&nbsp; seen my slides that I've done from probably 15&nbsp; to now I like to use this guy Alexander once a&nbsp;&nbsp; slide because he always shows you when you put&nbsp; tyrosine phenylalanine on one side and it goes&nbsp;&nbsp; to melanin noradrenaline dopamine [Music] um&nbsp; all th
5	melanin,mitochondria,vitamin-d	always,because	Power of Light in Cancer Healing | SP Mini ft. Dr. Jack Krus	00:02:18.879	https://www.youtube.com/watch?v=sjg8IUmbqSY&t=138	You understand why he'll continue to always be at risk? Because if he doesn't understand the story of melanin, vitamin D, melatonin, the control of apoptosis, and mitochondrial biology, like I just
5	melanin,mitochondria,vitamin-d	always,because	Power of Light in Cancer Healing | SP Mini ft. Dr. Jack Krus	00:02:21.200	https://www.youtube.com/watch?v=sjg8IUmbqSY&t=141	always be at risk? Because if he doesn't understand the story of melanin, vitamin D, melatonin, the control of apoptosis, and mitochondrial biology, like I just gave you five layers to this onion.
5	mitochondria,red-light,leptin	because,i-proved	Jack Kruse & Andrew Huberman (Rick Rubin Tetragrammaton Podc	03:02:47.520	https://www.youtube.com/watch?v=zs82rGFo6qg&t=10967	you see it's got four red light chromophores&nbsp; 620 680 760 and 860. Chantal can tell you&nbsp;&nbsp; what are the frequencies that we program into&nbsp; the bed to everybody that comes in to see us&nbsp;&nbsp; those four and if you've got a brain problem I'm&nbsp; going to hit you with 1535 why because it controls&nbsp;&nbsp; proton movement in your mitochondria so how did&nbsp; I figure all t
5	melanin,dopamine	never,because	Dr. Jack Kruse - Magnetism and Health	01:21:48.080	https://www.youtube.com/watch?v=0MmyVoqjkwQ&t=4908	destroys melanin, turns it into dopamine? And that's a real problem, because then you become a low dopamine idiot that never realizes you can fix your problem.
5	blue-light,EMF	never,because	Regenerative Energy & the Light Inside You | Jack Kruse | 22	00:47:58.240	https://www.youtube.com/watch?v=67sLlXeMg2I&t=2878	never get to the regeneration pathway. That's actually on ankcoenesis. And that's effectively what's happening in the world today. Why? Because it turns out blue light and non-native EMF,
5	oxygen,iron	never,must	Regenerative Energy & the Light Inside You | Jack Kruse | 22	00:48:14.800	https://www.youtube.com/watch?v=67sLlXeMg2I&t=2894	oxidation state of iron. That means it'll keep it in the plus three state too long. So you never get to the plus two state. And it turns out plus two is what you need to move oxygen around and
5	mitochondria,vitamin-d	never,because	Why Mitochondria, Water, Light, Magnetism, & MitoHacking wit	00:31:41.480	https://www.youtube.com/watch?v=7SYSPlQa5eY&t=1901	that's the reason why you can be Buck ass naked in Los Angeles and your vitamin D will never go up because to actually make vitamin D your mitochondria have to make water because
5	mitochondria,vitamin-d	never,because	Why Mitochondria, Water, Light, Magnetism, & MitoHacking wit	00:31:44.039	https://www.youtube.com/watch?v=7SYSPlQa5eY&t=1904	ass naked in Los Angeles and your vitamin D will never go up because to actually make vitamin D your mitochondria have to make water because one of the things that people are not up
5	mitochondria,vitamin-d	never,because	Why Mitochondria, Water, Light, Magnetism, & MitoHacking wit	00:31:45.960	https://www.youtube.com/watch?v=7SYSPlQa5eY&t=1905	vitamin D will never go up because to actually make vitamin D your mitochondria have to make water because one of the things that people are not up on is all these little details so people
5	mitochondria,quantum	never,because	Why Mitochondria, Water, Light, Magnetism, & MitoHacking wit	00:54:25.760	https://www.youtube.com/watch?v=7SYSPlQa5eY&t=3265	goes back and see this is the cool part maybe we can end on this yeah this is the cool part about Quantum biology because guess what 10 years ago I never knew about that and when my mitochondria
5	mitochondria,quantum	never,because	Why Mitochondria, Water, Light, Magnetism, & MitoHacking wit	00:54:27.319	https://www.youtube.com/watch?v=7SYSPlQa5eY&t=3267	maybe we can end on this yeah this is the cool part about Quantum biology because guess what 10 years ago I never knew about that and when my mitochondria recovered in my brain and I started to
5	mitochondria,quantum	never,because	Why Mitochondria, Water, Light, Magnetism, & MitoHacking wit	00:54:29.319	https://www.youtube.com/watch?v=7SYSPlQa5eY&t=3269	the cool part about Quantum biology because guess what 10 years ago I never knew about that and when my mitochondria recovered in my brain and I started to really really think well I wanted to
5	blue-light,red-light	always,must	Toxic Screens: How to Protect Eyes from Blue Light with Dr. 	00:04:20.720	https://www.youtube.com/watch?v=9zJynVS_rYc&t=260	six other colors with it and it turns out that blue light has to be have its antidote uh within the sun that's present red light is always present when blue light's
5	blue-light,red-light	always,must	Toxic Screens: How to Protect Eyes from Blue Light with Dr. 	00:04:23.680	https://www.youtube.com/watch?v=9zJynVS_rYc&t=263	out that blue light has to be have its antidote uh within the sun that's present red light is always present when blue light's present
5	cytochrome,blue-light	never,because	Dr. Jack Kruse- the false belief that food and exercise is e	00:01:05.840	https://www.youtube.com/watch?v=AOLIbFIzPnI&t=65	that absorbed 340 nanometer light i never learned that cytochrome 2 absorbed more blue light because of the type of uh chromophore
5	cytochrome,blue-light	never,because	Dr. Jack Kruse- the false belief that food and exercise is e	00:01:08.799	https://www.youtube.com/watch?v=AOLIbFIzPnI&t=68	never learned that cytochrome 2 absorbed more blue light because of the type of uh chromophore that was present there it's a flavin
5	melanin,vitamin-d	always,because	Cancer Prevention Secret: Sunlight Beats Food? | Dr. Jack Kr	00:30:43.320	https://www.youtube.com/watch?v=B8VcGXbKR34&t=1843	doctors tell you about the sun you understand why he'll continue to always be at risk because if he doesn't understand the story of melanin vitamin D melatonin the control of apoptosis and
5	melanin,vitamin-d	always,because	Cancer Prevention Secret: Sunlight Beats Food? | Dr. Jack Kr	00:30:45.000	https://www.youtube.com/watch?v=B8VcGXbKR34&t=1845	sun you understand why he'll continue to always be at risk because if he doesn't understand the story of melanin vitamin D melatonin the control of apoptosis and mitochondri biology like I just gave you
5	melanin,vitamin-d	always,because	Cancer Prevention Secret: Sunlight Beats Food? | Dr. Jack Kr	00:30:47.240	https://www.youtube.com/watch?v=B8VcGXbKR34&t=1847	always be at risk because if he doesn't understand the story of melanin vitamin D melatonin the control of apoptosis and mitochondri biology like I just gave you five layers to this onion uh absolutely
5	deuterium,mitochondria	always,causes	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	01:02:36.120	https://www.youtube.com/watch?v=I537lQoiu5c&t=3756	You'll learn about what survivor soup is. Survivor soup is actually how you create deuterium-depleted water in your body, especially if you have a serious mitochondrial disease. Probably the last thing that I would say is, over my 10 years being in public now and talking about this, always had a goal, actually make a quantum clinic.
5	deuterium,mitochondria	always,causes	Neuro Surgeon by Day | Mito Hacker By Night | Dr. Jack Kruse	01:02:38.380	https://www.youtube.com/watch?v=I537lQoiu5c&t=3758	Survivor soup is actually how you create deuterium-depleted water in your body, especially if you have a serious mitochondrial disease. Probably the last thing that I would say is, over my 10 years being in public now and talking about this, always had a goal, actually make a quantum clinic. In other words, a place where black swan mitochondriacs in training could come to learn, to teach
5	mitochondria,photoelectric	always,fundamental	Nourish Vermont 2016 // Dr. Jack Kruse: How to Bio-Hack Your	00:32:54.919	https://www.youtube.com/watch?v=N-_DTk9hYvI&t=1974	mitochondria okay still think it's about food folks it's about light it's always been about light and you have to realize that life fundamentally is photoelectric okay technology in biology
5	mitochondria,cytochrome	always,because	Dr. Jack Kruse - Ketosis fails with circadian mismatches, qu	00:16:21.040	https://www.youtube.com/watch?v=SIs7wcGR0zY&t=981	people don't realize why cytochrome one is incredibly important because when [&nbsp;__&nbsp;] goes bad there cytochrome one is almost always next to where mitochondrial DNA is so when things go
5	mitochondria,cytochrome	always,because	Dr. Jack Kruse - Ketosis fails with circadian mismatches, qu	00:16:23.880	https://www.youtube.com/watch?v=SIs7wcGR0zY&t=983	is incredibly important because when [&nbsp;__&nbsp;] goes bad there cytochrome one is almost always next to where mitochondrial DNA is so when things go bad there mitochondrial DNA goes bad
5	blue-light,dopamine	always,because	Uncomfortable Truths with Dr Jack Kruse	01:58:36.540	https://www.youtube.com/watch?v=Zka4Lnire1k&t=7116	text screen is always blue lit and it's always in the blue light Hazard between 435 and 465. I'm going to tell you the reason why because it lowers your dopamine level which means you degrade
5	blue-light,EMF	never,must	Dr. Jack Kruse EMF Podcast Debrief, 5G Explained and Q&A | L	01:16:07.960	https://www.youtube.com/watch?v=cCU6JShp5-k&t=4567	need to realize girls are now having precocious puberty you know at six seven years old that's the effect of blue light and on Native EMF so that means they're never going to make it you know
5	blue-light,red-light	never,because	Dr. Jack Kruse: Silent Weapons for Silent Wars	00:51:03.040	https://www.youtube.com/watch?v=fVUJyK_y3KY&t=3063	[&nbsp;__&nbsp;] all the time. Yes. The only blue light you're designed to get is blue light from the sun. Why? Because the antidote in the sun is red light. Remember, blue light never shows up
5	blue-light,red-light	never,because	Dr. Jack Kruse: Silent Weapons for Silent Wars	00:51:05.280	https://www.youtube.com/watch?v=fVUJyK_y3KY&t=3065	light you're designed to get is blue light from the sun. Why? Because the antidote in the sun is red light. Remember, blue light never shows up without red light. And that's the key of
5	blue-light,red-light	never,because	Dr. Jack Kruse: Silent Weapons for Silent Wars	00:51:07.960	https://www.youtube.com/watch?v=fVUJyK_y3KY&t=3067	light from the sun. Why? Because the antidote in the sun is red light. Remember, blue light never shows up without red light. And that's the key of why you began to understand how
5	blue-light,red-light	never,because	Dr. Jack Kruse: Silent Weapons for Silent Wars	00:51:10.240	https://www.youtube.com/watch?v=fVUJyK_y3KY&t=3070	antidote in the sun is red light. Remember, blue light never shows up without red light. And that's the key of why you began to understand how nefarious Obama was because he took out
5	blue-light,red-light	never,because	Dr. Jack Kruse: Silent Weapons for Silent Wars	00:51:13.839	https://www.youtube.com/watch?v=fVUJyK_y3KY&t=3073	Remember, blue light never shows up without red light. And that's the key of why you began to understand how nefarious Obama was because he took out UV and IR light so that you would never
5	vitamin-d,iron	never,must	Jack Kruse on How Light sculpts Your Microbiome & Implicatio	00:33:41.840	https://www.youtube.com/watch?v=g_rlcavhGLs&t=2021	that they can absorb light what is hemoglobin absorb 250 to 600 nanometer light so red blood cells are ferryboats hmm then to work operationally they have to be sulfated what else do you know in your body that has to be sulfated most people never talk about cholesterol and vitamin D you know that vitamin D is made from cholesterol there's only one
5	circadian,blue-light	always,because	Dr Jack Kruse On Biohacking Your Water, EMFs, Blue Light, DH	00:23:33.400	https://www.youtube.com/watch?v=kZZSLQFZnQM&t=1413	doing this like wearing red glasses in the daytime but the problem is I was always afraid that I'm going to um ruin my circadian rhythm because you need blue light in the daytime to set those
5	circadian,blue-light	always,because	Dr Jack Kruse On Biohacking Your Water, EMFs, Blue Light, DH	00:23:36.480	https://www.youtube.com/watch?v=kZZSLQFZnQM&t=1416	the daytime but the problem is I was always afraid that I'm going to um ruin my circadian rhythm because you need blue light in the daytime to set those clock jeans um you only need the blue
5	circadian,blue-light	always,because	Dr Jack Kruse On Biohacking Your Water, EMFs, Blue Light, DH	00:23:38.120	https://www.youtube.com/watch?v=kZZSLQFZnQM&t=1418	always afraid that I'm going to um ruin my circadian rhythm because you need blue light in the daytime to set those clock jeans um you only need the blue light in the beginning of the morning
5	melanin,EMF	always,because	Dr. Jack Kruse: Circadian Biology, Melanin & How To Heal You	01:09:48.600	https://www.youtube.com/watch?v=mfXkXp37oZM&t=4188	ventricular system is actually an ultra filtrator&nbsp; of your blood so all of a sudden you start going&nbsp;&nbsp; this is now beginning to make some sense but what&nbsp; happens what's the other effect with non-native&nbsp;&nbsp; EMF it degrades melanin so that's when you have to&nbsp; look at all the slides and I don't know if you've&nbsp;&nbsp; seen my slides that I've done from probably 15&n
5	melanin,dopamine	always,because	Dr. Jack Kruse: Circadian Biology, Melanin & How To Heal You	01:10:06.900	https://www.youtube.com/watch?v=mfXkXp37oZM&t=4206	seen my slides that I've done from probably 15&nbsp; to now I like to use this guy Alexander once a&nbsp;&nbsp; slide because he always shows you when you put&nbsp; tyrosine phenylalanine on one side and it goes&nbsp;&nbsp; to melanin noradrenaline dopamine [Music] um&nbsp; all the basically neurotransmitters are made in&nbsp;&nbsp; your frontal lobes melanin can be degraded into&nbsp; those thing
5	melanin,dopamine	always,because	Dr. Jack Kruse: Circadian Biology, Melanin & How To Heal You	01:10:14.100	https://www.youtube.com/watch?v=mfXkXp37oZM&t=4214	slide because he always shows you when you put&nbsp; tyrosine phenylalanine on one side and it goes&nbsp;&nbsp; to melanin noradrenaline dopamine [Music] um&nbsp; all the basically neurotransmitters are made in&nbsp;&nbsp; your frontal lobes melanin can be degraded into&nbsp; those things so people who are creative this is&nbsp;&nbsp; something that Rick learned and he really&nbsp; liked creativit
5	melanin,leptin	never,because	Dr. Jack Kruse: Circadian Biology, Melanin & How To Heal You	01:17:20.220	https://www.youtube.com/watch?v=mfXkXp37oZM&t=4640	world and you like right in the middle of it uh&nbsp; and having this update you know after 12 years&nbsp;&nbsp; to discuss some of these things but the sad&nbsp; part for me is you learned about me because&nbsp;&nbsp; of all the luck and stuff you learned about&nbsp; me because of the cold thermogenesis stuff&nbsp;&nbsp; but you left me before you actually had to ask me&nbsp; the question about m
5	melanin,leptin	never,because	Dr. Jack Kruse: Circadian Biology, Melanin & How To Heal You	01:17:24.480	https://www.youtube.com/watch?v=mfXkXp37oZM&t=4644	to discuss some of these things but the sad&nbsp; part for me is you learned about me because&nbsp;&nbsp; of all the luck and stuff you learned about&nbsp; me because of the cold thermogenesis stuff&nbsp;&nbsp; but you left me before you actually had to ask me&nbsp; the question about melanin and what's the story&nbsp;&nbsp; why is that leptin Milano courtin thing there what&nbsp; I did I didn't n
