slug,final_class,provenance_class,content_type,is_real_data_image,house_style,quality,legibility,prominence,priority,generator,chapter,issues
F03-dietary-pattern,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_final_svg.py,03-nutrition-supplements.md,none
F04-fasting-exclusions,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final_svg.py,36-fasting-cleanses-protocols.md,none
F05-refeeding,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_final_svg.py,36-fasting-cleanses-protocols.md,none
F07-if-then,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final_svg.py,29-behavior-change.md,none
F08-head-trauma,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final_svg.py,45-sports-play.md,none
F09-deprescribing,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final_svg.py,28-pharmacology-full.md,none
F10-placebo-nocebo,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final_svg.py,28-pharmacology-full.md,none
G02-leucine,A-original,A-original,data_chart,False,True,5,5,1,0,build_final_charts.py,03-nutrition-supplements.md,none
G03-cost-per-ly,A-original,A-original,data_chart,False,True,5,5,1,0,build_final_charts.py,33-public-health-systems.md,none
G05-rose,A-original,A-original,data_chart,False,True,5,5,1,0,build_final_charts.py,33-public-health-systems.md,none
G06-le-doubling,A-original,A-original,data_chart,False,True,5,5,1,0,build_final_charts.py,33-public-health-systems.md,none
G07-sport-radar,A-original,A-original,data_chart,False,True,5,5,1,0,build_final_charts.py,45-sports-play.md,none
L01-running-oa,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,44-exercise-modalities.md,none
L02-sport-hr,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,45-sports-play.md,none
L03-taichi-falls,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,44-exercise-modalities.md,none
L06-tre-cr,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,36-fasting-cleanses-protocols.md,none
L08-intention-behavior,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,29-behavior-change.md,none
L09-habit-formation,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,29-behavior-change.md,none
L10-capacity-arc,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,19-life-stages.md,none
L11-fertility-decline,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,19-life-stages.md,none
L12-compression-morbidity,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,19-life-stages.md,none
L13-exposures,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,09-exposures-environment.md,none
L14-determinants,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,33-public-health-systems.md,none
L15-lifespan-doubled,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,33-public-health-systems.md,none
L18-cold-heat,A-original,A-original,data_chart,False,True,5,5,1,0,build_life_charts.py,09-exposures-environment.md,none
M02-overhead-press,A-original,A-original,anatomical_illustration,False,True,5,5,1,0,build_movements.py,02-training.md,none
M03-pull-up,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements.py,02-training.md,none
M05-side-plank,A-original,A-original,anatomical_illustration,False,True,5,5,1,0,build_movements.py,02-training.md,none
M06-kettlebell-swing,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements.py,02-training.md,none
M07-bent-over-row,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements2.py,02-training.md,none
M08-suitcase-carry,A-original,A-original,anatomical_illustration,False,True,5,5,1,0,build_movements2.py,02-training.md,none
M09-calf-raise,A-original,A-original,anatomical_illustration,False,True,5,5,1,0,build_movements2.py,02-training.md,none
M10-wall-sit,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements2.py,02-training.md,none
M11-bird-dog,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements2.py,02-training.md,none
M12-dip,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements3.py,02-training.md,none
M13-dead-hang,A-original,A-original,anatomical_illustration,False,True,5,5,1,0,build_movements3.py,02-training.md,none
M14-jump-rope,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements3.py,02-training.md,none
M16-deep-squat-hold,A-original,A-original,anatomical_illustration,False,True,5,5,1,0,build_movements3.py,02-training.md,none
M17-deadlift,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements4.py,02-training.md,none
M18-goblet-squat,A-original,A-original,anatomical_illustration,False,True,5,5,1,0,build_movements4.py,02-training.md,none
M19-bench-press,A-original,A-original,anatomical_illustration,False,True,5,5,1,0,build_movements4.py,02-training.md,none
M20-farmer-carry,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements4.py,02-training.md,none
M22-inverted-row,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements5.py,02-training.md,none
M23-face-pull,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements5.py,02-training.md,none
M24-cat-cow,A-original,A-original,anatomical_illustration,False,True,5,5,1,0,build_movements5.py,02-training.md,none
M25-thoracic-rotation,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements5.py,02-training.md,none
M26-running-form,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements5.py,02-training.md,none
M27-box-jump,A-original,A-original,anatomical_illustration,False,True,5,5,1,0,build_movements5.py,02-training.md,none
M29-pallof-press,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements6.py,02-training.md,none
M30-rowing-erg,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements6.py,02-training.md,none
M32-dead-bug,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_movements6.py,02-training.md,none
N01-supplements,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_life_misc.py,03-nutrition-supplements.md,none
N02-fasting-protocols,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_life_misc.py,36-fasting-cleanses-protocols.md,none
N03-toxin-tiering,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_life_misc.py,09-exposures-environment.md,none
N04-recovery-levers,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_life_misc.py,05-recovery-sleep-stress.md,none
N05-health-pyramid,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_life_misc.py,33-public-health-systems.md,none
N06-frailty-pentagon,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_life_misc.py,19-life-stages.md,none
N07-circadian-dial,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_life_misc.py,05-recovery-sleep-stress.md,none
N08-com-b,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_life_misc.py,29-behavior-change.md,none
N09-sun-ledger,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_life_misc.py,09-exposures-environment.md,none
N10-machines-free,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_life_misc.py,44-exercise-modalities.md,none
N11-cold-dose,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_life_misc.py,05-recovery-sleep-stress.md,none
N12-lifespan-timeline,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_life_misc.py,19-life-stages.md,none
P01-ppv-prevalence,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts.py,41-pathology-lab-medicine.md,none
P02-reference-range,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts.py,41-pathology-lab-medicine.md,none
P03-roc-curve,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts.py,41-pathology-lab-medicine.md,none
P04-dose-therapeutic-index,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts.py,28-pharmacology-full.md,none
P05-half-life,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts.py,28-pharmacology-full.md,none
P06-radiation-dose,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts.py,40-imaging-radiology.md,none
P07-spine-mri,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts.py,21-pain-injury-rehab.md,none
P09-all-cure,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts.py,43-developmental-congenital-pediatric.md,none
P10-myopia-outdoor,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts.py,27-derm-dental-ent-eye.md,none
P11-glaucoma,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts.py,27-derm-dental-ent-eye.md,none
P12-fluoride,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts.py,27-derm-dental-ent-eye.md,none
PS1-bayes-ppv,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_schematic.py,41-pathology-lab-medicine.md,none
PS10-cancer-paradox,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_schematic.py,16-telomeres-cellular-aging.md,none
PS11-imaging-physics,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_schematic.py,40-imaging-radiology.md,none
PS12-fagan,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_practice_schematic.py,41-pathology-lab-medicine.md,none
PS2-confusion-2x2,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_schematic.py,41-pathology-lab-medicine.md,none
PS3-adme,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_practice_schematic.py,28-pharmacology-full.md,none
PS4-agonist-spectrum,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_schematic.py,28-pharmacology-full.md,none
PS5-peace-love,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_schematic.py,21-pain-injury-rehab.md,none
PS6-sids,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_schematic.py,43-developmental-congenital-pediatric.md,none
PS7-milestones,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_schematic.py,43-developmental-congenital-pediatric.md,none
PS8-abcde,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_schematic.py,27-derm-dental-ent-eye.md,none
PS9-boost-regulate,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_schematic.py,15-immune-system.md,none
PX1-cyp450,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_matrix.py,28-pharmacology-full.md,none
PX2-pharmacogenomics,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_matrix.py,28-pharmacology-full.md,none
PX3-lab-categories,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_matrix.py,41-pathology-lab-medicine.md,none
PX4-trisomies,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_matrix.py,43-developmental-congenital-pediatric.md,none
PX5-skin-cancer,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_matrix.py,27-derm-dental-ent-eye.md,none
PX6-pain-multimodal,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_practice_matrix.py,21-pain-injury-rehab.md,none
Q02-sham-surgery,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts2.py,38-surgery-perioperative.md,none
Q03-bariatric,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts2.py,38-surgery-perioperative.md,none
Q04-anesthesia-mortality,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts2.py,39-anesthesia-critical-care.md,none
Q05-less-is-more,A-original,A-original,data_chart,False,True,5,5,1,0,build_practice_charts2.py,39-anesthesia-critical-care.md,none
R01-surgery-verdict,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_drugs_misc.py,38-surgery-perioperative.md,none
R02-anesthesia-types,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_drugs_misc.py,39-anesthesia-critical-care.md,none
R03-icu-support,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_drugs_misc.py,39-anesthesia-critical-care.md,none
R04-regen-ladder,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_drugs_misc.py,31-regenerative-frontier.md,none
R05-laundering-gap,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_drugs_misc.py,32-biohacking-fringe.md,none
R06-four-beat,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_drugs_misc.py,31-regenerative-frontier.md,none
R07-anecdote-engine,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_drugs_misc.py,32-biohacking-fringe.md,none
R08-placebo-bounded,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_drugs_misc.py,30-complementary-medicine.md,none
R09-sepsis-turnover,A-original,A-original,reference_card_or_table,False,True,5,4,1,0,build_drugs_misc.py,39-anesthesia-critical-care.md,none
R10-sedation-continuum,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_drugs_misc.py,39-anesthesia-critical-care.md,none
Y01-calories-le,A-original,A-original,data_chart,False,True,5,5,1,0,build_final3.py,45-sports-play.md,none
Y02-glp1-outcomes,A-original,A-original,data_chart,False,True,5,5,1,0,build_final3.py,10-medical-pharmacology.md,none
Y03-mammography,A-original,A-original,data_chart,False,True,5,5,1,0,build_final3.py,07-clinical-prevention.md,none
Y04-prenatal,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final3.py,19-life-stages.md,none
Y06-adherence,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final3.py,29-behavior-change.md,none
Y07-strength-ladders,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final3.py,02-training.md,none
Y08-racquet-bundle,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final3.py,45-sports-play.md,none
Y09-liver-flush,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_final3.py,36-fasting-cleanses-protocols.md,none
Y10-gh-owngoal,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final3.py,32-biohacking-fringe.md,none
Y11-caffeine,A-original,A-original,data_chart,False,True,5,5,1,0,build_final3.py,05-recovery-sleep-stress.md,none
Z01-sport-matcher,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final2.py,45-sports-play.md,none
Z02-incidentaloma,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final2.py,40-imaging-radiology.md,none
Z03-metabolizer-prodrug,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final2.py,28-pharmacology-full.md,none
Z04-lab-pair,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final2.py,13-endocrine-hormones.md,none
Z05-tissue-types,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final2.py,18-genetics-anatomy.md,none
Z06-gland-map,A-original,A-original,anatomical_illustration,False,True,5,5,1,0,build_final2.py,13-endocrine-hormones.md,none
Z07-homology,A-original,A-original,schematic_diagram,False,True,5,5,1,0,build_final2.py,42-reproductive-sexual-health.md,none
Z08-breathwork,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final2.py,05-recovery-sleep-stress.md,none
Z09-vaccines-kids,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final2.py,26-infectious-disease.md,none
Z10-imaging-flow,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final2.py,40-imaging-radiology.md,none
Z11-pku,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final2.py,43-developmental-congenital-pediatric.md,none
Z12-stemcell-flags,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final2.py,31-regenerative-frontier.md,none
Z13-surgery-questions,A-original,A-original,reference_card_or_table,False,True,5,5,1,0,build_final2.py,38-surgery-perioperative.md,none
atorvastatin-structure,A-original,A-original,molecular_structure,False,True,5,5,0,0,build_structures.py,,none
atp-synthase-turbine,A-original,A-original,molecular_structure,False,True,5,4,1,0,build_structures.py,01-foundations.md,none
complex-I-etc,A-original,A-original,molecular_structure,False,True,5,4,1,0,build_structures.py,37-mitochondrial-health.md,none
complex-II-sdh,A-original,A-original,molecular_structure,False,True,5,4,1,0,build_structures.py,37-mitochondrial-health.md,none
dna-double-helix,A-original,A-original,molecular_structure,False,True,5,5,1,0,build_structures.py,01-foundations.md,none
empagliflozin-structure,A-original,A-original,molecular_structure,False,True,5,5,0,0,build_structures.py,,none
hemoglobin,A-original,A-original,molecular_structure,False,True,5,4,0,0,build_body_schematic.py,,none
insulin,A-original,A-original,molecular_structure,False,True,5,5,0,0,build_structures.py,,none
metformin-structure,A-original,A-original,molecular_structure,False,True,5,5,0,0,build_structures.py,,none
na-k-atpase,A-original,A-original,molecular_structure,False,True,5,5,0,0,build_structures.py,,none
rapamycin-structure,A-original,A-original,molecular_structure,False,True,5,5,0,0,build_structures.py,,none
rosuvastatin-structure,A-original,A-original,molecular_structure,False,True,5,4,0,0,build_structures.py,,none
RA01-neuron,B-borrowed,B-borrowed,anatomical_illustration,False,True,5,5,1,2,build_realmedia.py,14-nervous-system.md,none
RA02-synapse,B-borrowed,B-borrowed,schematic_diagram,False,True,5,5,1,2,build_realmedia.py,14-nervous-system.md,none
RA03-mitochondrion,B-borrowed,B-borrowed,anatomical_illustration,False,True,5,5,1,2,build_realmedia.py,01-foundations.md,none
RA04-nephron,B-borrowed,B-borrowed,schematic_diagram,False,True,5,4,1,2,build_realmedia.py,17-organ-systems-atlas.md,None
RA05-endocrine-glands,B-borrowed,B-borrowed,anatomical_illustration,False,True,4,4,1,2,build_realmedia.py,13-endocrine-hormones.md,Testis label placement slightly ambiguous; otherwise excellent
RA06-action-potential,B-borrowed,B-borrowed,anatomical_illustration,False,True,5,5,1,2,build_realmedia.py,14-nervous-system.md,none
RA07-dna-replication,B-borrowed,B-borrowed,schematic_diagram,False,True,5,5,1,2,build_realmedia.py,01-foundations.md,none
RA08-telomere,B-borrowed,B-borrowed,schematic_diagram,False,True,5,5,1,2,build_realmedia.py,16-telomeres-cellular-aging.md,none
RA09-brain-lobes,B-borrowed,B-borrowed,anatomical_illustration,False,True,5,5,1,2,build_realmedia.py,08-brain-cognitive.md,none
RA10-atherosclerosis,B-borrowed,B-borrowed,anatomical_illustration,False,True,5,5,1,2,build_realmedia.py,22-disease-cardiometabolic-renal.md,none
RA14-heart,B-borrowed,B-borrowed,anatomical_illustration,False,True,5,5,1,2,build_realmedia.py,22-disease-cardiometabolic-renal.md,none
RA15-the-cell,B-borrowed,B-borrowed,anatomical_illustration,False,True,4,4,1,2,build_realmedia.py,01-foundations.md,Minor label crowding on left margin; small text slightly fine
RA11-tissue-epithelial,C-real,C-real-data,histology_or_micrograph,True,True,5,4,1,0,build_realmedia.py,18-genetics-anatomy.md,none
RA12-tissue-connective,C-real,C-real-data,histology_or_micrograph,True,True,5,4,1,0,build_realmedia.py,18-genetics-anatomy.md,none
RA13-tissue-muscle,C-real,C-real-data,histology_or_micrograph,True,True,3,3,1,0,build_realmedia.py,18-genetics-anatomy.md,"Hand-drawn labels, inconsistent handwriting, faded/unclear specimen"
F06-debunks,D-lowquality,A-original,reference_card_or_table,False,True,2,2,1,3,build_final_svg.py,29-behavior-change.md,Strikethrough text unreadable; claims lack evidence; poor design clarity
_design-system-sheet,util,utility,reference_card_or_table,False,True,5,5,0,0,,,none
_signature-set-contact-sheet,util,utility,reference_card_or_table,False,True,4,3,0,0,,,Dense text layout; small type at reading distance; cramped spacing
_signature-set-contact-sheet-0,util,utility,data_chart,False,True,4,4,0,0,,,"Minor: some charts compressed at edges, small labels"
_signature-set-contact-sheet-1,util,utility,reference_card_or_table,False,True,4,3,0,0,,,Small text labels; color swatches legible but descriptive text cramped
